1	9.99867e-06
1.01	0.00990099
1.02	0.0196078
1.03	0.0291262
1.04	0.0384615
1.05	0.047619
1.06	0.0566038
1.07	0.0654206
1.08	0.0740741
1.09	0.0825688
1.1	0.0909091
1.11	0.0990991
1.12	0.107143
1.13	0.115044
1.14	0.122807
1.15	0.130435
1.16	0.137931
1.17	0.145299
1.18	0.152542
1.19	0.159664
1.2	0.166667
1.21	0.173554
1.22	0.180328
1.23	0.186992
1.24	0.193548
1.25	0.2
1.26	0.206349
1.27	0.212598
1.28	0.21875
1.29	0.224806
1.3	0.230769
1.31	0.236641
1.32	0.242424
1.33	0.24812
1.34	0.253731
1.35	0.259259
1.36	0.264706
1.37	0.270073
1.38	0.275362
1.39	0.280576
1.4	0.285714
1.41	0.29078
1.42	0.295775
1.43	0.300699
1.44	0.305556
1.45	0.310345
1.46	0.315068
1.47	0.319728
1.48	0.324324
1.49	0.328859
1.5	0.333333
1.51	0.337748
1.52	0.342105
1.53	0.346405
1.54	0.350649
1.55	0.354839
1.56	0.358974
1.57	0.363057
1.58	0.367089
1.59	0.371069
1.6	0.375
1.61	0.378882
1.62	0.382716
1.63	0.386503
1.64	0.390244
1.65	0.393939
1.66	0.39759
1.67	0.401198
1.68	0.404762
1.69	0.408284
1.7	0.411765
1.71	0.415205
1.72	0.418605
1.73	0.421965
1.74	0.425287
1.75	0.428571
1.76	0.431818
1.77	0.435028
1.78	0.438202
1.79	0.441341
1.8	0.444444
1.81	0.447514
1.82	0.450549
1.83	0.453552
1.84	0.456522
1.85	0.459459
1.86	0.462366
1.87	0.465241
1.88	0.468085
1.89	0.470899
1.9	0.473684
1.91	0.47644
1.92	0.479167
1.93	0.481865
1.94	0.484536
1.95	0.487179
1.96	0.489796
1.97	0.492386
1.98	0.494949
1.99	0.497487
2	0.5
2.01	0.502488
2.02	0.50495
2.03	0.507389
2.04	0.509804
2.05	0.512195
2.06	0.514563
2.07	0.516908
2.08	0.519231
2.09	0.521531
2.1	0.52381
2.11	0.526066
2.12	0.528302
2.13	0.530516
2.14	0.53271
2.15	0.534884
2.16	0.537037
2.17	0.539171
2.18	0.541284
2.19	0.543379
2.2	0.545455
2.21	0.547511
2.22	0.54955
2.23	0.55157
2.24	0.553571
2.25	0.555556
2.26	0.557522
2.27	0.559471
2.28	0.561404
2.29	0.563319
2.3	0.565217
2.31	0.5671
2.32	0.568966
2.33	0.570815
2.34	0.57265
2.35	0.574468
2.36	0.576271
2.37	0.578059
2.38	0.579832
2.39	0.58159
2.4	0.583333
2.41	0.585062
2.42	0.586777
2.43	0.588477
2.44	0.590164
2.45	0.591837
2.46	0.593496
2.47	0.595142
2.48	0.596774
2.49	0.598394
2.5	0.6
2.51	0.601594
2.52	0.603175
2.53	0.604743
2.54	0.606299
2.55	0.607843
2.56	0.609375
2.57	0.610895
2.58	0.612403
2.59	0.6139
2.6	0.615385
2.61	0.616858
2.62	0.618321
2.63	0.619772
2.64	0.621212
2.65	0.622642
2.66	0.62406
2.67	0.625468
2.68	0.626866
2.69	0.628253
2.7	0.62963
2.71	0.630996
2.72	0.632353
2.73	0.6337
2.74	0.635036
2.75	0.636364
2.76	0.637681
2.77	0.638989
2.78	0.640288
2.79	0.641577
2.8	0.642857
2.81	0.644128
2.82	0.64539
2.83	0.646643
2.84	0.647887
2.85	0.649123
2.86	0.65035
2.87	0.651568
2.88	0.652778
2.89	0.653979
2.9	0.655172
2.91	0.656357
2.92	0.657534
2.93	0.658703
2.94	0.659864
2.95	0.661017
2.96	0.662162
2.97	0.6633
2.98	0.66443
2.99	0.665552
3	0.66592
3	0.667411
3.01	0.632849
3.01	0.699377
3.02	0.618618
3.02	0.712508
3.03	0.607639
3.03	0.722394
3.04	0.598356
3.04	0.730591
3.05	0.590164
3.05	0.737705
3.06	0.582752
3.06	0.744046
3.07	0.575935
3.07	0.749798
3.08	0.569592
3.08	0.755083
3.09	0.563639
3.09	0.759986
3.1	0.558014
3.1	0.764567
3.11	0.552671
3.11	0.768872
3.12	0.547574
3.12	0.772938
3.13	0.542694
3.13	0.776795
3.14	0.538007
3.14	0.780464
3.15	0.533494
3.15	0.783966
3.16	0.529139
3.16	0.787317
3.17	0.524927
3.17	0.79053
3.18	0.520847
3.18	0.793618
3.19	0.51689
3.19	0.79659
3.2	0.513045
3.2	0.799455
3.21	0.509304
3.21	0.802222
3.22	0.505662
3.22	0.804897
3.23	0.502112
3.23	0.807486
3.24	0.498648
3.24	0.809994
3.25	0.495265
3.25	0.812427
3.26	0.491959
3.26	0.814789
3.27	0.488726
3.27	0.817084
3.28	0.485562
3.28	0.819316
3.29	0.482463
3.29	0.821488
3.3	0.479427
3.3	0.823603
3.31	0.47645
3.31	0.825664
3.32	0.473531
3.32	0.827674
3.33	0.470666
3.33	0.829635
3.34	0.467853
3.34	0.831548
3.35	0.46509
3.35	0.833417
3.36	0.462375
3.36	0.835244
3.37	0.459707
3.37	0.837029
3.38	0.457083
3.38	0.838775
3.39	0.454503
3.39	0.840483
3.4	0.451963
3.4	0.842154
3.41	0.449464
3.41	0.843791
3.42	0.447003
3.42	0.845394
3.43	0.44458
3.43	0.846965
3.44	0.442193
3.44	0.848505
3.45	0.433992
3.45	0.445968
3.45	0.847468
3.45	0.852428
3.46	0.413234
3.46	0.467486
3.46	0.838952
3.46	0.861342
3.47	0.402914
3.47	0.478561
3.47	0.834793
3.47	0.865905
3.48	0.395064
3.48	0.487159
3.48	0.83168
3.48	0.869426
3.49	0.388521
3.49	0.494446
3.49	0.829127
3.49	0.872392
3.5	0.38282
3.5	0.500884
3.5	0.826941
3.5	0.874997
3.51	0.377722
3.51	0.506713
3.51	0.825019
3.51	0.877342
3.52	0.373084
3.52	0.512076
3.52	0.823301
3.52	0.879487
3.53	0.368812
3.53	0.517068
3.53	0.821748
3.53	0.881472
3.54	0.36484
3.54	0.521754
3.54	0.820331
3.54	0.883325
3.55	0.3548
